id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2020522036-A,Data isolation in blockchain networks ,,,21/03/2019,21/03/2019,27/07/2020,,https://patents.google.com/patent/JP2020522036A/en,https://patentimages.storage.googleapis.com/a2/9b/56/0356e639b81780/2020522036-3.png
JP-2022540728-A,Adding multiple addresses based on a single address ,,,05/07/2019,03/07/2020,16/09/2022,,https://patents.google.com/patent/JP2022540728A/en,https://patentimages.storage.googleapis.com/8b/db/77/5ff2a1f748a3bf/2022540728000002.png
JP-2019522412-A,"Registration / authorization method, apparatus and system ",,,23/12/2016,23/12/2016,08/08/2019,,https://patents.google.com/patent/JP2019522412A/en,https://patentimages.storage.googleapis.com/93/d5/1d/cbaf4032bdfd0a/2019522412-3.png
JP-2018538609-A,Method and system for processing blockchain transactions in a transaction processing network ,,,05/11/2015,02/11/2016,27/12/2018,,https://patents.google.com/patent/JP2018538609A/en,https://patentimages.storage.googleapis.com/6e/a7/de/91e87a65736ec6/2018538609-3.png
JP-2020522806-A,Systems and methods for online payment processing using secure inline frames ,,,02/06/2017,04/06/2018,30/07/2020,,https://patents.google.com/patent/JP2020522806A/en,
JP-2023038382-A,Blockchain-powered real estate sales and rental system ,,,05/09/2017,30/01/2023,16/03/2023,,https://patents.google.com/patent/JP2023038382A/en,https://patentimages.storage.googleapis.com/9d/7a/c9/e731da39f26ec8/2023038382000002.png
JP-2019504385-A,Whole settlement method and system by using opaque blockchain ,,,24/11/2015,19/10/2016,14/02/2019,,https://patents.google.com/patent/JP2019504385A/en,https://patentimages.storage.googleapis.com/8a/87/09/e1b0bc0a6ee81f/2019504385-3.png
JP-2020521343-A,Field Programmable Gate Array-Based Reliable Execution Environment for Use in Blockchain Networks ,,,26/03/2019,26/03/2019,16/07/2020,,https://patents.google.com/patent/JP2020521343A/en,https://patentimages.storage.googleapis.com/4a/c9/df/dfa90fa532649b/2020521343-3.png
JP-2019508948-A,Method and system for secure transfer of entities on a blockchain basis ,,,23/02/2016,16/02/2017,28/03/2019,,https://patents.google.com/patent/JP2019508948A/en,https://patentimages.storage.googleapis.com/2f/ff/b9/fa6db67862be81/2019508948-11.png
JP-2019522275-A,Electronic mortgage brokerage and monitoring ,,,01/06/2016,17/05/2017,08/08/2019,,https://patents.google.com/patent/JP2019522275A/en,https://patentimages.storage.googleapis.com/89/f7/b7/33f18e9e69c29a/2019522275-3.png
JP-2022546001-A,Electronic financial transaction system utilizing cryptocurrency and payment method using it ,,,17/09/2019,10/03/2020,02/11/2022,,https://patents.google.com/patent/JP2022546001A/en,https://patentimages.storage.googleapis.com/45/37/1d/2e1ed989bd26e4/2022546001000002.png
JP-2018521390-A,Method and system for detecting unauthorized use in blockchain based transactions ,,,21/05/2015,06/05/2016,02/08/2018,,https://patents.google.com/patent/JP2018521390A/en,https://patentimages.storage.googleapis.com/0e/39/d8/7f0525d2a2aae9/2018521390-3.png
JP-2018518758-A,Method and system for integrating exchange processing and issuer processing for blockchain based transactions ,,,21/05/2015,06/05/2016,12/07/2018,,https://patents.google.com/patent/JP2018518758A/en,https://patentimages.storage.googleapis.com/f9/85/eb/e6f6f1651cc69f/2018518758-3.png
JP-2018519577-A,Method and system for processing blockchain-based transactions on existing payment networks ,,,21/05/2015,06/05/2016,19/07/2018,,https://patents.google.com/patent/JP2018519577A/en,https://patentimages.storage.googleapis.com/cd/6d/60/a4df7c80ce60df/2018519577-3.png
JP-2020504930-A,Authentication system through distributed storage after separation of personal information using blockchain ,,,21/12/2017,21/12/2018,13/02/2020,,https://patents.google.com/patent/JP2020504930A/en,
JP-2018511137-A,Digital asset brokerage electronic payment platform ,,,05/04/2015,04/04/2016,19/04/2018,,https://patents.google.com/patent/JP2018511137A/en,
JP-2020501406-A,A blockchain system that supports public and private transactions under an account model ,,,07/11/2018,07/11/2018,16/01/2020,,https://patents.google.com/patent/JP2020501406A/en,https://patentimages.storage.googleapis.com/f3/4d/3c/22dbdd793df8df/2020501406-3.png
JP-2021520539-A,"Computing systems, methods, and computer programs for managing the blockchain ",,,01/05/2018,29/04/2019,19/08/2021,,https://patents.google.com/patent/JP2021520539A/en,https://patentimages.storage.googleapis.com/a6/34/7b/5d19fbcadf8481/2021520539-3.png
JP-2020525876-A,Implementation of parallel execution of transactions in distributed ledger system ,,,12/04/2019,12/04/2019,27/08/2020,,https://patents.google.com/patent/JP2020525876A/en,https://patentimages.storage.googleapis.com/79/23/5a/ed8673c688179d/2020525876-3.png
JP-2020532168-A,A computer-implemented method of generating a threshold vault ,,,15/08/2017,13/08/2018,05/11/2020,,https://patents.google.com/patent/JP2020532168A/en,https://patentimages.storage.googleapis.com/50/55/93/ddac88d7a38450/2020532168-38.png
JP-2022010099-A,Digital fiat currency ,,,09/11/2018,05/11/2021,14/01/2022,,https://patents.google.com/patent/JP2022010099A/en,https://patentimages.storage.googleapis.com/52/15/20/1fa0708cb36553/2022010099000002.png
JP-2022508450-A,Systems and methods that implement smart stave coins to facilitate cryptographic trustless smart swaps ,,,07/09/2018,09/09/2019,19/01/2022,,https://patents.google.com/patent/JP2022508450A/en,https://patentimages.storage.googleapis.com/cc/49/13/aaa03a0e27abe5/2022508450000002.png
JP-2021530036-A,"Methods, equipment, storage media and program products for carbon trading ",,,25/06/2018,27/06/2019,04/11/2021,,https://patents.google.com/patent/JP2021530036A/en,https://patentimages.storage.googleapis.com/62/4f/d5/7acf2c5ae6e848/2021530036-4.png
JP-2023025181-A,Computer-implemented system and method for performing computational tasks across group not requiring management approval or operating in dealer-free manner ,,,13/12/2017,02/12/2022,21/02/2023,,https://patents.google.com/patent/JP2023025181A/en,https://patentimages.storage.googleapis.com/23/7b/1e/9369b3278f0c55/2023025181000019.png
JP-2022510885-A,Trading account data maintenance using blockchain ,,,14/12/2018,12/12/2019,28/01/2022,,https://patents.google.com/patent/JP2022510885A/en,https://patentimages.storage.googleapis.com/ac/fb/1a/8dcf418425c132/2022510885000002.png
JP-2022506792-A,Digital fiat currency ,,,09/11/2018,08/11/2019,17/01/2022,,https://patents.google.com/patent/JP2022506792A/en,https://patentimages.storage.googleapis.com/83/19/12/f3d725e38ac2b5/2022506792000002.png
JP-2021189431-A,"Method for processing privacy data of block chain, apparatus, device, and storage medium ",,,29/05/2020,22/02/2021,13/12/2021,,https://patents.google.com/patent/JP2021189431A/en,https://patentimages.storage.googleapis.com/91/ef/0a/dec71d7faf6468/2021189431-3.png
JP-2022545683-A,Blockchain database management system ,,,22/08/2019,18/08/2020,28/10/2022,,https://patents.google.com/patent/JP2022545683A/en,https://patentimages.storage.googleapis.com/85/6d/6f/e29570b9e78236/2022545683000002.png
JP-2023513420-A,Index structure for blockchain ledger ,,,23/01/2020,12/01/2021,31/03/2023,,https://patents.google.com/patent/JP2023513420A/en,https://patentimages.storage.googleapis.com/45/37/28/3f70e71c613fc2/2023513420000006.png
JP-2021533463-A,Completing a task using a blockchain network ,,,02/08/2018,02/08/2019,02/12/2021,,https://patents.google.com/patent/JP2021533463A/en,https://patentimages.storage.googleapis.com/d6/7a/88/cfd85163724cfe/2021533463-3.png
JP-2022508773-A,Biocrypt Digital Wallet ,,,12/10/2018,11/10/2019,19/01/2022,,https://patents.google.com/patent/JP2022508773A/en,https://patentimages.storage.googleapis.com/19/eb/25/f6ab7deaaf7124/2022508773000002.png
JP-2020531949-A,Lazy update of database hash code in blockchain ,,,11/08/2017,18/12/2017,05/11/2020,,https://patents.google.com/patent/JP2020531949A/en,
JP-2021528882-A,Prioritize storage of shared blockchain data ,,,06/11/2019,06/11/2019,21/10/2021,,https://patents.google.com/patent/JP2021528882A/en,https://patentimages.storage.googleapis.com/01/c0/93/17666be0639771/2021528882-4.png
JP-2022528947-A,Blockchain-based network security system and processing method ,,,27/03/2019,24/03/2020,16/06/2022,,https://patents.google.com/patent/JP2022528947A/en,https://patentimages.storage.googleapis.com/e0/c5/7f/8921303df69293/2022528947000002.png
JP-2020509681-A,Computer implemented systems and methods ,,,06/03/2017,02/03/2018,26/03/2020,,https://patents.google.com/patent/JP2020509681A/en,
JP-2022511326-A,"Blockchain-based content processing methods, devices, devices and storage media ",,,29/09/2019,24/09/2020,31/01/2022,,https://patents.google.com/patent/JP2022511326A/en,https://patentimages.storage.googleapis.com/18/be/71/2452a6dd99bcfc/2022511326000003.png
JP-2023500259-A,Communication protocol using blockchain transactions ,,,31/10/2019,05/10/2020,05/01/2023,,https://patents.google.com/patent/JP2023500259A/en,https://patentimages.storage.googleapis.com/e9/5c/7e/e9f16297877084/2023500259000010.png
JP-2022552111-A,Method and device for implementing identity verification on blockchain ,,,14/10/2019,13/10/2020,15/12/2022,,https://patents.google.com/patent/JP2022552111A/en,https://patentimages.storage.googleapis.com/0d/d9/6a/64c54cc5454b73/2022552111000002.png
JP-2023506634-A,partially ordered blockchain ,,,23/12/2019,15/12/2020,17/02/2023,,https://patents.google.com/patent/JP2023506634A/en,https://patentimages.storage.googleapis.com/6e/17/d1/23f8fe062892b1/2023506634000002.png
JP-WO2021132483-A1,"Application linkage method, computer program and application linkage system ",,,26/12/2019,24/12/2020,23/12/2021,,https://patents.google.com/patent/JPWO2021132483A1/en,https://patentimages.storage.googleapis.com/58/8e/a9/bcd788cb99c3b2/2021132483-3.png
JP-2019530032-A,"Tax refund method using blockchain-based cryptocurrency, program, and computer-readable recording medium ",,,27/06/2017,21/06/2018,17/10/2019,,https://patents.google.com/patent/JP2019530032A/en,
JP-2023076628-A,Computer-implemented systems and methods related to binary blockchains forming a pair of coupled blockchains ,,,14/08/2017,05/04/2023,01/06/2023,,https://patents.google.com/patent/JP2023076628A/en,https://patentimages.storage.googleapis.com/74/2a/c3/c48eb8f16606f8/2023076628000002.png
JP-2021507563-A,Systems and methods for multi-party generation of blockchain-based smart contracts ,,,13/12/2017,12/12/2018,22/02/2021,,https://patents.google.com/patent/JP2021507563A/en,https://patentimages.storage.googleapis.com/f2/39/23/ebc865c4fadb6c/2021507563-90.png
JP-2014507733-A,Electronic second-hand digital assets and post-acquisition revenue ,,,23/02/2011,23/02/2012,27/03/2014,,https://patents.google.com/patent/JP2014507733A/en,
JP-2020511808-A,Shared secret based blockchain memory ,,,19/12/2018,19/12/2018,16/04/2020,,https://patents.google.com/patent/JP2020511808A/en,
JP-2020516108-A,Improving Blockchain Transaction Speed Using Global Acceleration Nodes ,,,28/12/2018,28/12/2018,28/05/2020,,https://patents.google.com/patent/JP2020516108A/en,
JP-2020516109-A,Accelerating transaction delivery in blockchain networks using transaction resubmission ,,,28/12/2018,28/12/2018,28/05/2020,,https://patents.google.com/patent/JP2020516109A/en,https://patentimages.storage.googleapis.com/54/8f/75/997062fb98079e/2020516109-3.png
JP-2021518608-A,"Computer implementation method for supplying data, especially for conformity tracking ",,,23/03/2018,28/02/2019,02/08/2021,,https://patents.google.com/patent/JP2021518608A/en,https://patentimages.storage.googleapis.com/08/03/2d/5fc70d4fb65873/2021518608-3.png
JP-2019208200-A,Blockchain fortified aircraft communications addressing and reporting system (acars) communication ,,,12/03/2018,11/03/2019,05/12/2019,,https://patents.google.com/patent/JP2019208200A/en,https://patentimages.storage.googleapis.com/06/c3/26/d3c6e8e5c07427/2019208200-3.png
JP-2020526806-A,Transfer of digital tickets based on blockchain network ,,,08/04/2019,08/04/2019,31/08/2020,,https://patents.google.com/patent/JP2020526806A/en,https://patentimages.storage.googleapis.com/5c/7d/26/b9ee8cc9b72de3/2020526806-3.png
JP-2022501714-A,Advanced smart contracts with decentralized ledgers in a multi-tenant environment ,,,19/09/2018,18/09/2019,06/01/2022,,https://patents.google.com/patent/JP2022501714A/en,https://patentimages.storage.googleapis.com/3d/a4/1e/61185260ab9f5d/2022501714-3.png
JP-2021528883-A,Indexing and restoration of coded blockchain data ,,,15/10/2019,15/10/2019,21/10/2021,,https://patents.google.com/patent/JP2021528883A/en,https://patentimages.storage.googleapis.com/6d/a1/10/fc4920781a845e/2021528883-3.png
JP-2021522738-A,Memory consensus of shared blockchain data based on error correction code ,,,06/11/2019,06/11/2019,30/08/2021,,https://patents.google.com/patent/JP2021522738A/en,https://patentimages.storage.googleapis.com/3f/98/9e/beacd3ee52e684/2021522738-4.png
JP-2021518962-A,Asynchronous processing of blockchain blocks ,,,27/11/2019,27/11/2019,05/08/2021,,https://patents.google.com/patent/JP2021518962A/en,https://patentimages.storage.googleapis.com/af/7c/09/1f372093c01f2d/2021518962-3.png
JP-2022536115-A,"Distributed Consensus Algorithm, Device and Computer Readable Storage Medium for Rapid Generation of Blocks ",,,06/06/2019,24/12/2019,12/08/2022,,https://patents.google.com/patent/JP2022536115A/en,https://patentimages.storage.googleapis.com/04/ef/b2/be39cafeef066b/2022536115000017.png
JP-2021149904-A,Computer program to function as smart contract ,,,19/03/2020,24/04/2020,27/09/2021,,https://patents.google.com/patent/JP2021149904A/en,https://patentimages.storage.googleapis.com/d1/9d/91/e487afccc49849/2021149904-3.png
JP-2020528178-A,Systems and methods for blockchain-dependent behavior sets ,,,18/07/2017,17/07/2018,17/09/2020,,https://patents.google.com/patent/JP2020528178A/en,https://patentimages.storage.googleapis.com/3e/82/5e/c9b23e7ad59b08/2020528178-3.png
JP-2022542168-A,An asset trading system that enables management of transparent trading history ,,,26/02/2020,19/02/2021,29/09/2022,,https://patents.google.com/patent/JP2022542168A/en,https://patentimages.storage.googleapis.com/92/f5/49/f34967ad9e6634/2022542168000002.png
JP-2022062705-A,"Computer-implemented methods, computer systems and programs for generating blockchain-implemented data migration audit trail (blockchain-implemented data migration audit trail) ",,,08/10/2020,07/10/2021,20/04/2022,,https://patents.google.com/patent/JP2022062705A/en,https://patentimages.storage.googleapis.com/5f/20/af/1cbf8985b820fa/2022062705000002.png
